state, ot, op, egt, rpm, thr
PASS,101,51,90,0,0
,,,,,
HEAT,102,52,90,0,0
HEAT,102,52,90,0,0
HEAT,101,51,90,0,0
HEAT,102,51,89,0,0
HEAT,101,51,90,0,0
HEAT,102,51,90,0,0
HEAT,102,51,90,0,0
HEAT,102,51,90,0,0
HEAT,103,51,90,0,0
HEAT,102,51,91,936,0
HEAT,102,51,90,2184,0
HEAT,102,50,90,2184,0
HEAT,103,52,90,1560,0
HEAT,101,51,90,2184,0
HEAT,101,52,90,2184,0
HEAT,102,51,90,2184,0
HEAT,102,51,90,2184,0
HEAT,101,52,90,2184,0
HEAT,102,52,90,2184,0
HEAT,101,51,90,2184,0
HEAT,101,52,91,2184,0
HEAT,102,51,90,2184,0
HEAT,102,51,91,2184,0
HEAT,102,52,93,2184,0
HEAT,102,51,95,2184,0
HEAT,102,51,97,2184,0
HEAT,102,50,99,2184,0
HEAT,102,51,103,2184,0
HEAT,101,52,107,2184,0
HEAT,101,51,110,2184,0
HEAT,101,52,115,2184,0
HEAT,101,52,119,2808,0
HEAT,102,51,125,2184,0
HEAT,101,52,131,2184,0
HEAT,102,51,137,2184,0
HEAT,102,51,143,2808,0
HEAT,101,51,149,2184,0
HEAT,102,51,157,2184,0
HEAT,102,50,163,2184,0
HEAT,102,51,171,2184,0
HEAT,101,51,178,2184,0
HEAT,102,52,186,2184,0
HEAT,102,51,194,2808,0
HEAT,102,51,203,2184,0
HEAT,102,51,210,2184,0
HEAT,102,52,219,2184,0
HEAT,101,51,227,2184,0
HEAT,102,51,235,2184,0
HEAT,102,52,245,2184,0
HEAT,102,51,253,2184,0
HEAT,102,51,262,2184,0
HEAT,102,50,270,2184,0
HEAT,102,50,279,2184,0
HEAT,102,51,288,2184,0
HEAT,102,52,296,2184,0
HEAT,101,50,305,2808,0
HEAT,102,50,313,2184,0
HEAT,102,51,321,2808,0
HEAT,103,51,330,2184,0
HEAT,103,51,338,2184,0
HEAT,101,51,347,2184,0
HEAT,102,51,355,2184,0
HEAT,103,50,363,2184,0
HEAT,103,51,372,2184,0
HEAT,102,51,378,2184,0
HEAT,102,50,387,2184,0
HEAT,102,50,396,2184,0
HEAT,101,51,403,2184,0
HEAT,101,51,411,2184,0
HEAT,103,52,419,2184,0
HEAT,103,51,426,2184,0
HEAT,102,51,435,2184,0
HEAT,102,51,442,2184,0
HEAT,102,51,449,2184,0
HEAT,102,51,455,2184,0
HEAT,102,50,463,2808,0
HEAT,103,51,470,2184,0
HEAT,101,51,478,2184,0
HEAT,102,51,485,2184,0
HEAT,103,50,491,2184,0
HEAT,102,51,498,2808,0
HEAT,102,50,504,2184,0
HEAT,103,51,512,2184,0
HEAT,102,50,518,2184,0
HEAT,103,50,525,2184,0
HEAT,102,51,531,2184,0
HEAT,103,51,537,2808,0
HEAT,103,51,544,2184,0
HEAT,103,51,549,2184,0
HEAT,103,51,556,2184,0
HEAT,103,51,563,2184,0
HEAT,103,51,568,2184,0
HEAT,102,50,574,2808,0
HEAT,103,52,580,2808,0
HEAT,103,51,585,2184,0
HEAT,102,50,591,2184,0
HEAT,103,51,597,2808,0
HEAT,103,50,602,2184,0
HEAT,103,51,608,2184,0
HEAT,102,50,612,2184,0
HEAT,103,50,617,2808,0
HEAT,102,51,623,2184,0
HEAT,103,51,627,2184,0
HEAT,103,50,632,2808,0
HEAT,102,51,637,2184,0
HEAT,103,51,641,2184,0
HEAT,103,50,647,2184,0
HEAT,103,51,652,2184,0
HEAT,103,50,657,2184,0
HEAT,103,50,661,2184,0
HEAT,103,50,666,2184,0
HEAT,102,50,670,2184,0
HEAT,103,50,675,2184,0
HEAT,103,51,679,2184,0
HEAT,102,50,683,2184,0
HEAT,103,50,686,2808,0
HEAT,103,51,691,2184,0
