state, ot, op, egt, rpm, thr
PASS,114,51,253,0,0
,,,,,
HEAT,114,51,253,0,0
HEAT,114,51,254,0,0
HEAT,113,51,254,0,0
HEAT,114,51,254,0,0
HEAT,113,51,253,0,0
HEAT,114,51,254,0,0
HEAT,114,49,253,0,0
HEAT,114,49,254,312,0
HEAT,113,51,254,936,0
HEAT,114,50,254,1560,0
HEAT,113,51,254,1560,0
HEAT,113,51,254,1560,0
HEAT,113,50,255,1560,0
HEAT,114,51,254,1560,0
HEAT,114,50,255,1560,0
HEAT,113,50,253,1560,0
HEAT,113,51,254,2808,0
HEAT,113,51,254,1560,0
HEAT,114,50,254,1560,0
HEAT,114,50,254,936,0
HEAT,113,51,253,1560,0
HEAT,113,51,254,1560,0
HEAT,114,51,254,1560,0
HEAT,114,51,255,936,0
HEAT,113,51,257,1560,0
HEAT,114,51,258,1560,0
HEAT,114,50,260,1560,0
HEAT,114,51,262,1560,0
HEAT,113,50,265,1560,0
HEAT,114,51,267,1560,0
HEAT,114,50,271,936,0
HEAT,114,51,275,1560,0
HEAT,113,51,279,1560,0
HEAT,113,51,283,936,0
HEAT,114,50,287,1560,0
HEAT,113,51,292,1560,0
HEAT,114,51,297,1560,0
HEAT,114,51,302,936,0
HEAT,114,50,306,1560,0
HEAT,114,51,310,1560,0
HEAT,113,51,317,936,0
HEAT,113,51,323,1560,0
HEAT,113,50,328,1560,0
HEAT,114,51,333,1560,0
HEAT,113,51,339,1560,0
HEAT,114,51,345,1560,0
HEAT,114,50,351,1560,0
HEAT,114,50,357,1560,0
HEAT,114,51,363,1560,0
HEAT,114,51,369,1560,0
HEAT,114,50,374,936,0
HEAT,114,51,380,1560,0
HEAT,114,51,387,1560,0
HEAT,114,51,392,936,0
HEAT,113,50,398,1560,0
HEAT,114,50,405,1560,0
HEAT,114,51,410,1560,0
HEAT,114,51,415,1560,0
HEAT,114,51,422,1560,0
HEAT,113,50,428,936,0
HEAT,114,50,433,936,0
HEAT,113,51,439,1560,0
HEAT,114,51,445,1560,0
HEAT,114,50,450,1560,0
HEAT,114,50,456,1560,0
HEAT,114,51,461,1560,0
HEAT,113,51,467,936,0
HEAT,113,51,473,1560,0
HEAT,113,51,478,1560,0
HEAT,113,50,484,936,0
HEAT,114,51,489,1560,0
HEAT,113,50,494,1560,0
HEAT,113,50,501,1560,0
HEAT,114,51,506,1560,0
HEAT,113,51,511,1560,0
HEAT,114,51,518,936,0
HEAT,114,51,522,1560,0
HEAT,113,50,528,1560,0
HEAT,114,51,532,1560,0
HEAT,113,51,538,936,0
HEAT,113,50,544,1560,0
HEAT,114,51,549,1560,0
HEAT,114,51,554,1560,0
HEAT,113,50,559,1560,0
HEAT,113,51,564,1560,0
HEAT,112,50,568,936,0
HEAT,112,51,574,1560,0
HEAT,113,50,579,1560,0
HEAT,113,50,584,936,0
HEAT,114,51,589,1560,0
HEAT,113,51,594,1560,0
HEAT,113,50,599,936,0
HEAT,113,51,603,1560,0
HEAT,114,51,608,1560,0
HEAT,114,51,613,1560,0
HEAT,113,51,618,1560,0
HEAT,113,51,622,1560,0
HEAT,113,50,626,936,0
HEAT,113,50,631,1560,0
HEAT,114,51,637,1560,0
HEAT,113,51,641,1560,0
HEAT,113,51,646,1560,0
HEAT,113,51,651,936,0
HEAT,113,50,654,936,0
HEAT,113,50,660,1560,0
HEAT,112,50,663,1560,0
HEAT,113,50,669,1560,0
HEAT,113,50,673,1560,0
HEAT,113,50,677,936,0
HEAT,113,51,681,1560,0
HEAT,113,51,687,1560,0
HEAT,113,50,691,936,0
HEAT,113,50,695,1560,0
HEAT,113,51,700,1560,0
HEAT,113,50,703,936,0
HEAT,113,51,708,1560,0
HEAT,113,51,713,1560,0
HEAT,114,50,716,936,0
HEAT,113,50,721,1560,0
HEAT,113,51,725,1560,0
HEAT,113,51,729,1560,0
HEAT,113,51,734,1560,0
HEAT,113,51,738,1560,0
HEAT,113,51,743,1560,0
HEAT,113,51,746,1560,0
HEAT,114,51,751,1560,0
START,113,43,755,1560,0
START,114,38,757,3432,0
START,113,40,762,5928,0
START,112,43,766,6552,0
START,113,47,771,8112,0
START,113,49,775,8736,0
START,113,49,779,8736,0
START,113,50,783,9360,0
START,113,50,787,10296,0
START,113,53,790,10296,0
START,114,47,792,10608,0
START,113,47,796,11856,0
START,113,48,799,12480,0
START,113,49,801,13104,0
START,113,51,806,13728,0
START,113,50,810,14664,0
START,112,51,816,14664,0
START,113,50,822,15288,0
START,113,49,829,16224,0
START,113,51,837,15912,0
START,113,50,843,17160,0
START,113,51,853,17784,0
START,113,52,862,18408,0
START,114,52,873,19344,0
START,113,53,883,19656,0
START,113,52,896,19656,0
START,113,53,908,20592,0
START,113,52,922,20904,0
START,113,52,935,21528,0
START,114,53,947,21528,0
START,113,53,962,22152,0
START,113,52,974,22776,0
START,113,52,986,23400,0
START,113,52,1000,24024,0
START,113,52,1013,25272,0
START,113,52,1026,25272,0
START,113,52,1040,25896,0
START,113,51,1053,27456,0
START,113,52,1067,28704,0
RUN,113,52,1080,30264,0
RUN,113,51,1091,29952,0
RUN,113,51,1103,31200,26
RUN,113,51,1112,30576,35
RUN,114,51,1120,30888,0
RUN,113,51,1126,30576,0
RUN,114,51,1130,30264,0
RUN,113,51,1132,30264,0
RUN,113,51,1133,29640,0
RUN,114,51,1133,29952,0
RUN,113,51,1130,29640,0
RUN,114,50,1128,29640,0
RUN,113,51,1124,29952,0
RUN,113,50,1120,29328,0
RUN,113,50,1115,29640,0
RUN,113,50,1109,29328,0
RUN,113,50,1104,29328,0
RUN,114,50,1099,29328,0
RUN,114,51,1094,29016,0
RUN,113,50,1088,29328,0
RUN,113,50,1082,29952,0
RUN,114,50,1076,29952,0
RUN,114,50,1071,29952,0
RUN,114,50,1066,30888,0
RUN,113,50,1060,30888,0
RUN,113,50,1055,30888,0
RUN,114,50,1050,31200,0
RUN,113,50,1046,30576,0
RUN,114,50,1041,30888,0
RUN,113,49,1036,30888,0
RUN,114,50,1032,30888,0
RUN,113,50,1027,30576,0
RUN,114,50,1022,30576,0
RUN,114,50,1018,30576,0
RUN,114,50,1013,30264,0
RUN,113,50,1008,29952,0
RUN,114,50,1004,29952,0
RUN,113,50,999,30576,0
RUN,114,50,994,29640,0
RUN,113,50,990,30576,0
RUN,113,50,986,30264,0
RUN,114,50,982,29640,0
RUN,114,50,979,30264,0
RUN,114,50,975,29952,0
RUN,114,50,971,30264,0
RUN,114,50,968,30264,0
RUN,114,50,964,29952,0
RUN,115,50,960,29952,0
RUN,115,50,957,30264,0
RUN,114,50,954,30576,0
RUN,114,49,951,29952,0
RUN,115,50,949,29640,0
RUN,114,50,946,29640,0
RUN,115,50,941,29952,0
RUN,116,50,941,29952,0
RUN,114,50,938,30264,15
RUN,115,49,936,30576,38
RUN,115,49,933,30576,50
RUN,114,49,931,32136,56
RUN,115,50,930,33072,58
RUN,115,49,930,34632,59
RUN,115,49,931,36192,59
RUN,116,49,932,37128,61
RUN,116,49,935,38376,64
RUN,115,49,937,39312,67
RUN,116,49,940,39936,71
RUN,115,49,942,40560,77
RUN,116,49,944,41808,83
RUN,115,49,946,42432,88
RUN,117,49,947,43992,94
RUN,116,49,948,44304,100
RUN,116,49,948,44928,101
RUN,116,49,949,45552,102
RUN,116,48,948,46800,101
RUN,117,48,948,47736,97
RUN,117,48,948,47736,90
RUN,117,48,946,46176,82
RUN,117,48,945,46176,73
RUN,117,48,942,45240,65
RUN,117,48,940,44616,58
RUN,117,48,937,42432,50
RUN,117,48,933,41496,42
RUN,118,48,929,40248,33
RUN,118,48,925,39000,26
RUN,117,48,920,38376,0
RUN,118,48,916,36192,0
RUN,117,48,910,35256,0
RUN,118,48,905,34008,0
RUN,118,48,899,33384,0
RUN,117,48,894,33072,0
RUN,118,48,889,32760,0
RUN,118,47,884,32760,0
RUN,118,48,879,31200,0
RUN,119,49,874,31824,0
RUN,119,48,869,31512,0
RUN,117,48,866,31200,0
RUN,119,48,862,31200,0
RUN,120,49,858,31200,0
RUN,119,49,856,31200,0
RUN,120,49,852,31512,0
RUN,119,48,850,31512,14
RUN,120,49,849,30576,23
RUN,120,49,846,30576,34
RUN,120,49,844,31512,45
RUN,119,49,842,32136,54
RUN,120,48,842,33696,60
RUN,120,48,842,34632,65
RUN,120,48,842,35880,70
RUN,121,48,843,37752,76
RUN,121,48,847,39936,80
RUN,122,49,851,41184,85
RUN,121,49,855,42432,91
RUN,121,48,860,43056,98
RUN,121,48,864,43680,103
RUN,122,48,869,45552,107
RUN,122,48,872,45552,112
RUN,122,48,876,46800,116
RUN,122,48,879,47736,121
RUN,122,48,883,48360,125
RUN,122,48,886,50232,128
RUN,123,48,888,50232,134
RUN,123,48,890,50232,138
RUN,123,48,892,51480,142
RUN,123,48,893,51480,145
RUN,123,48,894,52104,151
RUN,122,48,896,52728,156
RUN,123,48,896,52728,160
RUN,123,48,896,53352,166
RUN,123,48,896,54600,172
RUN,123,48,898,55536,178
RUN,124,48,897,55536,184
RUN,124,48,899,56160,191
RUN,125,48,900,56160,197
RUN,125,48,900,58032,202
RUN,124,47,901,58032,208
RUN,124,48,901,58032,214
RUN,124,48,902,58032,219
RUN,125,48,904,58656,224
RUN,124,48,906,60528,230
RUN,124,47,908,61152,239
RUN,126,48,909,61152,255
RUN,125,48,914,61776,255
RUN,126,48,915,62400,255
RUN,126,48,919,62712,255
RUN,127,48,923,63024,255
RUN,126,48,928,62400,255
RUN,126,48,932,62400,255
RUN,127,48,936,62400,255
RUN,127,48,941,62400,255
RUN,127,48,945,63336,255
RUN,127,47,949,62712,255
RUN,127,48,954,62712,255
RUN,128,48,959,63336,255
RUN,127,48,963,62712,255
RUN,128,48,968,63960,255
RUN,127,47,972,62712,255
RUN,128,48,977,62088,245
RUN,129,48,981,62088,239
RUN,129,48,986,62712,233
RUN,128,48,989,61776,228
RUN,129,48,993,62400,223
RUN,129,48,997,61152,218
RUN,130,48,1000,61152,212
RUN,130,48,1002,61776,206
RUN,130,48,1005,61152,200
RUN,130,48,1007,60528,194
RUN,130,48,1008,58656,185
RUN,131,47,1010,58656,175
RUN,131,48,1010,57408,167
RUN,131,48,1010,57408,162
RUN,131,48,1010,56160,156
RUN,131,48,1009,55536,149
RUN,131,48,1008,55536,141
RUN,131,48,1007,54912,135
RUN,132,48,1004,54912,128
RUN,133,48,1002,53976,119
RUN,132,48,999,53352,112
RUN,132,48,996,52728,104
RUN,132,48,992,50856,95
RUN,133,48,988,50856,86
RUN,133,48,985,49608,75
RUN,134,48,980,48360,65
RUN,134,48,975,47112,55
RUN,133,48,971,45864,44
RUN,133,48,966,43992,33
RUN,134,48,960,42120,23
RUN,134,48,955,39936,0
RUN,135,48,948,38376,0
RUN,135,48,943,37440,0
RUN,135,48,937,35880,0
RUN,136,48,930,34944,0
RUN,136,48,924,34632,0
RUN,137,48,918,34008,0
RUN,136,48,913,34320,0
RUN,137,48,908,33696,0
RUN,138,48,902,33384,0
RUN,138,48,897,32760,0
RUN,137,48,893,31824,0
RUN,138,48,889,31824,0
RUN,138,48,885,31512,0
RUN,138,48,882,31200,0
RUN,139,48,878,31200,0
RUN,138,48,876,30888,0
RUN,140,48,873,31512,0
RUN,140,48,871,31512,0
RUN,139,48,870,30576,0
RUN,140,49,868,30576,0
RUN,141,48,866,30576,0
RUN,140,48,865,30888,0
RUN,140,48,864,30576,0
RUN,142,48,862,30264,12
RUN,142,48,862,30264,33
RUN,142,48,861,30264,62
RUN,142,48,862,32136,0
RUN,142,48,863,33384,0
RUN,142,48,864,32760,0
RUN,143,48,867,31512,0
RUN,143,48,869,31512,0
RUN,143,48,872,31512,0
RUN,143,48,873,31512,0
RUN,144,48,874,30576,0
RUN,144,48,875,30264,0
RUN,144,48,876,30576,0
RUN,145,48,876,30264,0
RUN,144,48,877,30264,0
RUN,145,48,877,29328,0
RUN,145,48,876,29328,0
RUN,145,48,877,29952,0
RUN,145,48,877,29952,0
RUN,144,48,877,29640,0
RUN,146,48,877,29640,15
RUN,145,48,878,29640,45
RUN,146,48,877,30888,72
RUN,146,48,878,32760,79
RUN,147,48,881,36192,82
RUN,147,48,885,38376,84
RUN,147,48,891,40560,85
RUN,147,48,900,41808,85
RUN,147,48,908,43992,84
RUN,147,48,916,44928,84
RUN,148,48,923,44928,85
RUN,148,48,930,44928,86
RUN,148,48,936,45552,86
RUN,148,47,939,46176,88
RUN,149,48,944,46176,90
RUN,149,48,946,46176,91
RUN,148,48,948,46800,91
RUN,149,48,950,46800,91
RUN,149,48,949,47736,91
RUN,149,48,948,47736,91
RUN,150,48,947,47112,94
RUN,149,48,947,47736,97
RUN,149,48,944,47424,103
RUN,149,48,943,47736,107
RUN,150,48,941,48360,112
RUN,150,48,939,49296,116
RUN,150,48,938,49608,121
RUN,150,48,935,50856,125
RUN,149,48,933,51480,130
RUN,151,48,932,52104,130
RUN,150,48,930,52104,134
RUN,150,48,928,52104,137
RUN,151,48,927,53352,137
RUN,151,48,926,53664,138
RUN,151,48,924,53664,139
RUN,151,48,922,53976,140
RUN,152,48,922,53976,140
RUN,151,47,920,53976,140
RUN,151,48,919,54288,141
RUN,152,48,919,54600,142
RUN,152,48,917,53976,143
RUN,152,48,916,54600,144
RUN,152,48,916,53976,144
RUN,152,48,915,53976,144
RUN,152,48,913,53976,147
RUN,152,48,913,53976,155
RUN,153,48,912,54600,159
RUN,153,48,912,55536,160
RUN,153,47,911,56160,161
RUN,153,48,911,56160,162
RUN,153,48,912,55536,162
RUN,153,48,912,56160,163
RUN,153,48,912,56784,163
RUN,153,48,912,56160,164
RUN,154,48,913,56160,165
RUN,153,48,913,56160,165
RUN,153,48,913,56160,165
RUN,153,48,914,56160,165
RUN,153,48,915,56784,165
RUN,154,48,916,57408,165
RUN,154,48,917,56160,165
RUN,153,48,918,56784,165
RUN,155,48,918,56784,165
RUN,154,48,919,57408,165
RUN,155,48,920,56784,166
RUN,155,48,922,56160,166
RUN,154,48,921,56160,168
RUN,156,47,922,56784,168
RUN,156,48,923,58032,168
RUN,156,48,925,57408,168
RUN,156,48,925,56784,167
RUN,155,48,926,56784,167
RUN,156,48,927,56784,168
RUN,156,48,928,58032,168
RUN,155,48,928,57408,168
RUN,156,48,929,56784,171
RUN,157,47,930,56784,181
RUN,157,48,931,58032,183
RUN,157,48,932,58656,183
RUN,157,48,932,59280,184
RUN,157,48,935,58656,184
RUN,158,48,936,58656,184
RUN,158,48,937,58656,184
RUN,158,47,939,59280,184
RUN,157,48,941,58656,184
RUN,157,48,942,58032,184
RUN,158,48,944,58656,184
RUN,158,48,945,58656,184
RUN,158,48,947,59280,184
RUN,158,48,949,58656,184
RUN,158,48,950,59280,184
RUN,159,48,952,58656,184
RUN,158,48,954,59280,184
RUN,159,47,955,59280,185
RUN,159,48,957,58656,184
RUN,160,48,958,59280,185
RUN,159,48,960,58032,185
RUN,159,48,962,58032,185
RUN,161,48,962,58656,185
RUN,160,48,964,58656,184
RUN,161,48,966,58656,185
RUN,161,48,967,58656,183
RUN,161,48,968,58656,177
RUN,161,48,969,59280,174
RUN,161,48,970,58656,173
RUN,161,48,972,58656,173
RUN,161,48,972,58032,173
RUN,162,48,973,58656,174
RUN,162,48,974,58032,174
RUN,162,48,974,58032,175
RUN,162,48,975,58656,175
RUN,162,48,974,58656,175
RUN,163,48,975,59280,175
RUN,164,47,976,58656,192
RUN,163,48,976,59904,216
RUN,164,48,976,60528,255
RUN,164,48,976,62400,255
RUN,165,48,977,63336,255
RUN,164,48,980,63960,255
RUN,165,48,982,63336,255
RUN,166,48,985,63960,255
RUN,165,48,988,63960,255
RUN,165,48,993,65208,255
RUN,166,48,995,64584,255
RUN,166,48,1000,64584,255
RUN,167,48,1005,64584,255
RUN,167,47,1008,65208,255
RUN,167,48,1014,63960,255
RUN,167,48,1017,64584,255
RUN,167,48,1021,63960,255
RUN,167,48,1025,63960,255
RUN,167,48,1029,63960,255
RUN,168,48,1034,64584,255
RUN,168,48,1038,64584,255
RUN,169,48,1042,64584,255
RUN,169,48,1046,64584,255
RUN,169,48,1049,64584,255
RUN,169,48,1052,65208,255
RUN,170,48,1055,64584,255
RUN,170,48,1060,63960,255
RUN,169,48,1062,63960,255
RUN,171,48,1064,63960,255
RUN,170,48,1068,65208,253
RUN,171,48,1071,64584,244
RUN,171,48,1074,64584,239
RUN,171,48,1076,63960,230
RUN,171,48,1079,63336,218
RUN,172,48,1081,63336,205
RUN,172,48,1083,63024,192
RUN,172,48,1084,61776,177
RUN,172,48,1085,60528,162
RUN,173,48,1085,59280,147
RUN,173,48,1085,58032,132
RUN,173,48,1084,56784,117
RUN,174,48,1081,54912,102
RUN,173,47,1078,53976,87
RUN,174,48,1074,51480,72
RUN,174,48,1070,49608,57
RUN,174,48,1064,47736,42
RUN,174,48,1057,44304,0
RUN,175,47,1051,40872,11
RUN,175,48,1044,39000,18
RUN,174,48,1036,37752,0
RUN,176,48,1028,36192,0
RUN,176,48,1021,35256,0
RUN,176,48,1012,34632,0
RUN,176,48,1003,33384,0
RUN,176,48,996,33072,0
RUN,176,48,989,32760,0
RUN,177,48,982,32760,0
RUN,178,48,975,31824,0
