state, ot, op, egt, rpm, thr
PASS,108,49,90,0,0
,,,,,
HEAT,108,49,90,0,0
HEAT,108,49,90,0,0
HEAT,108,49,90,0,0
HEAT,108,49,90,0,0
HEAT,108,49,90,0,0
HEAT,108,49,90,2184,0
HEAT,107,50,90,312,0
HEAT,107,50,90,936,0
HEAT,108,51,90,2184,0
HEAT,108,51,90,2184,0
HEAT,108,50,90,1560,0
HEAT,108,50,90,1560,0
HEAT,108,51,90,2184,0
HEAT,108,51,90,2184,0
HEAT,108,51,90,2184,0
HEAT,108,51,90,2184,0
HEAT,108,51,90,2184,0
HEAT,108,51,90,2184,0
HEAT,108,50,90,2184,0
HEAT,108,51,90,2184,0
HEAT,108,51,90,2184,0
HEAT,107,51,90,2184,0
HEAT,108,51,91,2184,0
HEAT,108,49,92,1560,0
HEAT,108,50,93,2184,0
HEAT,108,51,95,2184,0
HEAT,106,51,98,2184,0
HEAT,108,51,101,1560,0
HEAT,108,51,104,2184,0
HEAT,108,51,108,2184,0
HEAT,108,51,113,1560,0
HEAT,108,50,117,2184,0
HEAT,108,51,121,2184,0
HEAT,108,51,127,1560,0
HEAT,107,51,132,2184,0
HEAT,108,50,138,2184,0
HEAT,108,51,144,2184,0
HEAT,107,50,151,2184,0
HEAT,107,50,156,2184,0
HEAT,108,51,163,2184,0
HEAT,108,51,171,1560,0
HEAT,107,51,177,2184,0
HEAT,107,51,185,1560,0
HEAT,108,51,193,2184,0
HEAT,108,50,200,2184,0
HEAT,108,51,207,2184,0
HEAT,108,51,214,2184,0
HEAT,108,51,223,2184,0
HEAT,108,49,230,1560,0
HEAT,107,51,238,2184,0
HEAT,108,50,246,1560,0
HEAT,108,50,253,2184,0
HEAT,108,50,261,1560,0
HEAT,108,50,269,2184,0
HEAT,108,51,277,2184,0
HEAT,108,51,284,2184,0
HEAT,108,50,292,2184,0
HEAT,108,51,300,2184,0
HEAT,108,50,308,2184,0
HEAT,108,50,315,1560,0
HEAT,108,50,323,2184,0
HEAT,108,50,331,2184,0
HEAT,108,51,338,2184,0
HEAT,108,50,346,2184,0
HEAT,108,51,353,2184,0
HEAT,108,49,361,2184,0
HEAT,108,51,368,2184,0
HEAT,108,51,375,2184,0
HEAT,108,50,383,2184,0
HEAT,108,51,390,2184,0
HEAT,108,51,396,2184,0
HEAT,109,50,405,2184,0
HEAT,108,51,411,2184,0
HEAT,108,51,419,2184,0
HEAT,108,50,426,2184,0
HEAT,109,50,433,2184,0
HEAT,108,51,440,2184,0
HEAT,108,51,447,2184,0
HEAT,109,49,454,1560,0
HEAT,108,50,461,2184,0
HEAT,108,50,467,2184,0
HEAT,108,49,474,1560,0
HEAT,108,50,481,2184,0
HEAT,108,51,487,2184,0
HEAT,108,51,494,2184,0
HEAT,108,51,500,1560,0
HEAT,108,50,506,2184,0
HEAT,108,50,513,2184,0
HEAT,108,51,518,2184,0
HEAT,108,50,525,2184,0
HEAT,108,50,531,2184,0
HEAT,108,51,536,2184,0
HEAT,108,50,543,2184,0
HEAT,108,51,547,1560,0
HEAT,109,50,554,2184,0
HEAT,108,51,559,2184,0
HEAT,107,51,565,2184,0
HEAT,108,50,571,2184,0
HEAT,109,49,576,2184,0
HEAT,108,50,581,2184,0
HEAT,109,50,587,2184,0
HEAT,108,50,592,1560,0
HEAT,109,50,598,2184,0
HEAT,108,50,603,2184,0
HEAT,108,50,608,2184,0
HEAT,109,50,614,2184,0
HEAT,108,50,619,2184,0
HEAT,109,50,623,2184,0
HEAT,108,51,629,2184,0
HEAT,109,50,634,2184,0
HEAT,109,50,639,2184,0
HEAT,109,50,643,2184,0
HEAT,108,50,648,2184,0
HEAT,109,50,653,2184,0
HEAT,108,50,658,2184,0
HEAT,108,49,662,2184,0
HEAT,109,50,667,2184,0
HEAT,109,50,671,2184,0
HEAT,109,49,676,2184,0
HEAT,109,50,681,1560,0
HEAT,109,49,685,2184,0
HEAT,109,50,689,2184,0
HEAT,109,50,694,2184,0
HEAT,108,49,699,2184,0
HEAT,109,50,703,2184,0
HEAT,108,50,707,2184,0
HEAT,109,49,711,2184,0
HEAT,109,50,715,2184,0
HEAT,110,50,720,2184,0
HEAT,108,50,724,2184,0
HEAT,109,50,728,2184,0
HEAT,109,50,732,2184,0
HEAT,109,50,736,2184,0
HEAT,109,50,741,2184,0
HEAT,109,50,745,2184,0
HEAT,109,50,749,2184,0
HEAT,110,50,753,2184,0
START,109,50,757,3432,0
START,108,48,760,6552,0
START,110,53,764,8112,0
START,109,53,769,10608,0
START,109,53,774,11232,0
START,109,48,779,13104,0
START,109,50,785,14352,0
START,109,51,794,14976,0
START,109,51,806,15600,0
START,110,50,818,15912,0
START,109,49,834,17160,0
START,109,48,850,19344,0
START,109,49,868,22152,0
START,110,51,887,21840,0
START,109,51,909,22464,0
START,109,51,932,23088,0
START,110,50,956,23400,0
START,109,50,983,24336,0
START,108,50,1010,25584,0
START,110,50,1039,25584,0
START,110,50,1068,26832,0
START,109,50,1098,28392,0
START,110,49,1127,29952,0
RUN,110,49,1158,31512,0
RUN,110,49,1186,33072,0
RUN,109,49,1212,34320,0
RUN,110,48,1236,34944,0
RUN,109,48,1257,35568,0
RUN,110,48,1275,35256,0
RUN,110,48,1289,35256,0
RUN,109,48,1301,35568,0
RUN,110,49,1308,35568,0
RUN,110,49,1313,34320,0
RUN,110,48,1315,34008,0
RUN,110,48,1316,33696,0
RUN,110,48,1314,33072,0
RUN,109,49,1311,32760,0
RUN,110,47,1306,33072,0
RUN,110,49,1301,32136,0
RUN,110,48,1295,32136,0
RUN,109,49,1288,32136,0
RUN,110,48,1281,32448,0
RUN,109,48,1273,31512,0
RUN,110,49,1265,31824,0
RUN,109,48,1258,31200,0
RUN,110,48,1249,30888,0
RUN,110,48,1241,31200,0
RUN,110,48,1233,30888,0
RUN,110,49,1226,30888,0
RUN,110,49,1217,30576,0
RUN,110,49,1210,30576,0
RUN,111,48,1204,30888,0
RUN,109,49,1197,30888,0
RUN,110,48,1190,29952,0
RUN,110,48,1184,29952,0
RUN,109,49,1176,29016,0
RUN,110,49,1171,29328,0
RUN,109,49,1166,29328,0
RUN,111,48,1160,29016,0
RUN,110,49,1155,29016,0
RUN,110,49,1150,29640,0
RUN,110,48,1145,29640,0
,,,,,Exit: wantrun LOW
COOL,112,49,1110,29328,0
COOL,112,48,1103,30264,0
COOL,112,48,1097,26520,0
COOL,113,49,1089,21840,0
COOL,113,49,1082,18408,0
COOL,112,49,1074,16224,0
COOL,113,49,1067,13416,0
COOL,113,50,1058,11856,0
COOL,113,50,1051,10608,0
COOL,113,50,1043,9048,0
COOL,113,50,1035,8112,0
COOL,114,50,1028,7176,0
COOL,113,50,1020,5928,0
COOL,114,51,1013,5304,0
COOL,114,51,1006,4680,0
COOL,114,51,998,4056,0
COOL,114,51,991,3432,0
COOL,114,51,985,3432,0
COOL,114,51,978,3432,0
COOL,113,51,972,2808,0
COOL,114,51,965,2184,0
COOL,115,51,960,2184,0
COOL,114,51,953,2184,0
COOL,115,51,947,1560,0
COOL,115,51,943,1560,0
COOL,115,52,936,936,0
COOL,115,51,931,936,0
COOL,115,52,927,936,0
COOL,115,52,922,936,0
COOL,115,52,916,936,0
COOL,115,52,912,312,0
COOL,115,52,908,312,0
COOL,114,52,903,312,0
COOL,115,52,899,936,0
COOL,115,51,896,1560,0
COOL,115,51,891,1560,0
COOL,115,52,887,2184,0
COOL,115,52,884,2184,0
COOL,115,52,880,2808,0
COOL,115,51,877,2808,0
COOL,115,51,873,2184,0
COOL,115,52,870,2808,0
COOL,116,51,865,2808,0
COOL,115,51,863,2808,0
COOL,115,52,858,2184,0
COOL,114,52,855,2184,0
COOL,114,52,852,2184,0
COOL,115,52,848,2184,0
COOL,115,52,845,2808,0
COOL,115,52,841,2808,0
COOL,115,52,837,2808,0
COOL,115,52,834,2184,0
COOL,116,51,831,2184,0
COOL,115,50,828,2808,0
COOL,116,51,824,2808,0
COOL,115,51,820,2808,0
COOL,116,51,817,2808,0
COOL,115,52,814,2808,0
COOL,115,51,810,2808,0
COOL,116,52,806,2808,0
COOL,115,51,804,2808,0
COOL,115,52,801,2184,0
COOL,116,52,798,2184,0
COOL,115,51,793,2808,0
COOL,116,52,791,2184,0
COOL,116,52,788,2808,0
COOL,115,51,784,2808,0
COOL,115,52,781,2808,0
COOL,115,52,777,2184,0
COOL,116,52,774,2808,0
COOL,116,51,772,2808,0
COOL,115,52,769,2184,0
COOL,116,52,765,2184,0
COOL,116,52,762,2808,0
COOL,116,51,760,2808,0
COOL,116,51,756,2184,0
COOL,116,52,753,2808,0
COOL,115,51,750,2808,0
COOL,115,51,747,2184,0
COOL,116,52,744,2184,0
COOL,116,51,739,2808,0
COOL,117,50,738,2184,0
COOL,116,51,735,2808,0
COOL,117,51,732,2808,0
COOL,116,52,729,2808,0
COOL,117,51,727,2184,0
COOL,117,52,723,2808,0
COOL,116,51,720,2808,0
COOL,117,52,717,2184,0
COOL,117,51,715,2808,0
COOL,116,52,712,2808,0
COOL,117,51,710,2808,0
COOL,117,52,707,2184,0
COOL,117,52,704,2808,0
