state, ot, op, egt, rpm, thr
PASS,150,51,336,0,0
,,,,,
HEAT,149,51,335,0,0
HEAT,150,51,336,0,0
HEAT,150,51,336,0,0
HEAT,150,51,336,0,0
HEAT,150,52,336,0,0
HEAT,150,51,336,0,0
HEAT,150,52,335,0,0
HEAT,149,51,336,1560,0
HEAT,150,51,336,1560,0
HEAT,150,52,336,2184,0
HEAT,149,51,335,2808,0
HEAT,149,51,335,2808,0
HEAT,149,52,334,2808,0
HEAT,149,51,335,2184,0
HEAT,149,52,334,2808,0
HEAT,149,51,334,2808,0
HEAT,149,52,334,2808,0
HEAT,149,51,333,2808,0
HEAT,149,51,333,2808,0
HEAT,149,51,333,2184,0
HEAT,150,51,332,2808,0
HEAT,150,52,332,2808,0
HEAT,150,51,332,2808,0
HEAT,149,52,330,2808,0
HEAT,149,52,329,2184,0
HEAT,149,51,329,2808,0
HEAT,150,51,330,2808,0
HEAT,148,51,329,2808,0
HEAT,149,51,329,2808,0
HEAT,149,51,329,2808,0
HEAT,149,51,328,2808,0
HEAT,149,51,328,2808,0
HEAT,149,52,329,2808,0
HEAT,149,51,328,2808,0
HEAT,149,52,328,2808,0
HEAT,149,52,329,2808,0
HEAT,148,51,329,2808,0
HEAT,149,52,328,2184,0
HEAT,149,52,329,2808,0
HEAT,149,51,329,2184,0
HEAT,149,51,329,2808,0
HEAT,149,51,330,2184,0
HEAT,148,51,330,2808,0
HEAT,149,51,331,2808,0
HEAT,149,51,331,2808,0
HEAT,149,52,331,2808,0
HEAT,149,51,333,2184,0
HEAT,149,51,333,2808,0
HEAT,149,51,333,2184,0
HEAT,149,51,333,2808,0
HEAT,149,51,334,2808,0
HEAT,149,52,336,2808,0
HEAT,149,51,336,2808,0
HEAT,149,51,337,2184,0
HEAT,148,51,338,2808,0
HEAT,149,51,339,2808,0
HEAT,149,51,339,2808,0
HEAT,149,51,340,2808,0
HEAT,149,52,341,2184,0
HEAT,149,51,342,2808,0
HEAT,149,52,343,2808,0
HEAT,149,51,343,2184,0
HEAT,149,50,344,2808,0
HEAT,149,51,346,2808,0
HEAT,149,51,346,2808,0
HEAT,149,51,347,2808,0
HEAT,149,51,348,2808,0
HEAT,150,51,350,2808,0
HEAT,149,51,350,2808,0
HEAT,149,51,350,2808,0
HEAT,149,51,352,2808,0
HEAT,150,51,353,2808,0
HEAT,149,51,354,2808,0
HEAT,149,51,355,2184,0
HEAT,149,51,356,2808,0
HEAT,149,50,357,2808,0
HEAT,149,51,358,2808,0
HEAT,149,51,359,2808,0
HEAT,149,50,360,2184,0
HEAT,149,52,361,2808,0
HEAT,149,51,362,2808,0
HEAT,149,51,363,2184,0
HEAT,149,51,365,2808,0
HEAT,150,52,366,2184,0
HEAT,149,51,366,2808,0
HEAT,149,51,366,2808,0
HEAT,150,52,368,2184,0
HEAT,149,51,370,2808,0
HEAT,149,51,370,2184,0
HEAT,149,51,372,2808,0
HEAT,150,51,373,2808,0
HEAT,149,52,374,2808,0
HEAT,150,52,374,2808,0
HEAT,149,51,375,2808,0
HEAT,150,51,377,2808,0
HEAT,150,51,378,2808,0
HEAT,150,52,378,2808,0
HEAT,149,51,379,2808,0
HEAT,150,51,381,2184,0
HEAT,149,51,381,2808,0
HEAT,150,51,383,2808,0
HEAT,149,51,384,2808,0
HEAT,149,50,385,2808,0
HEAT,150,50,385,2808,0
HEAT,149,51,387,2808,0
HEAT,149,51,388,2808,0
HEAT,149,51,389,2808,0
HEAT,150,51,390,2808,0
HEAT,150,51,391,2184,0
HEAT,150,51,392,2808,0
HEAT,150,51,393,2808,0
HEAT,150,51,395,2808,0
HEAT,150,51,395,2808,0
HEAT,149,51,396,2184,0
HEAT,150,51,396,2808,0
HEAT,150,50,397,2184,0
HEAT,150,51,400,2808,0
HEAT,150,51,400,2808,0
HEAT,150,51,401,2808,0
HEAT,150,51,402,2808,0
HEAT,150,52,404,2184,0
HEAT,150,51,405,2808,0
HEAT,149,51,405,2808,0
HEAT,150,51,406,2184,0
HEAT,150,51,407,2808,0
HEAT,150,52,408,2808,0
HEAT,150,51,410,2808,0
HEAT,151,52,410,2808,0
HEAT,151,51,410,2808,0
HEAT,150,51,412,2808,0
HEAT,151,51,413,2808,0
HEAT,151,51,414,2808,0
HEAT,150,52,415,2808,0
HEAT,150,51,415,2808,0
HEAT,151,51,416,2808,0
HEAT,150,52,418,2808,0
HEAT,150,51,419,2808,0
HEAT,150,51,419,2808,0
HEAT,151,51,420,2808,0
HEAT,150,51,421,2808,0
HEAT,150,51,423,2184,0
HEAT,150,51,423,2808,0
HEAT,150,51,424,2808,0
HEAT,151,51,425,2808,0
HEAT,151,51,427,2808,0
HEAT,150,51,428,2184,0
HEAT,151,51,428,2808,0
HEAT,150,51,429,2808,0
HEAT,151,52,430,2808,0
HEAT,151,51,431,2808,0
HEAT,151,51,431,2184,0
