state, ot, op, egt, rpm, thr
PASS,126,51,144,0,0
,,,,,
HEAT,126,51,144,0,0
HEAT,126,51,145,0,0
HEAT,127,51,144,0,0
HEAT,126,51,144,0,0
HEAT,126,51,144,0,0
HEAT,127,51,144,0,0
HEAT,126,52,144,0,0
HEAT,125,51,144,936,0
HEAT,127,51,144,2184,0
HEAT,126,51,144,1560,0
HEAT,127,52,144,2184,0
HEAT,126,52,144,2184,0
HEAT,127,52,144,2184,0
HEAT,126,51,144,2184,0
HEAT,126,51,144,2808,0
HEAT,126,52,144,2184,0
HEAT,127,51,144,2808,0
HEAT,127,50,144,2184,0
HEAT,126,51,144,2184,0
HEAT,127,50,144,2184,0
HEAT,126,51,144,2184,0
HEAT,126,51,145,2184,0
HEAT,127,51,146,2808,0
HEAT,127,52,145,2808,0
HEAT,126,51,149,2184,0
HEAT,126,52,150,2184,0
HEAT,127,52,153,2808,0
HEAT,126,51,156,2184,0
HEAT,126,52,161,2184,0
HEAT,127,50,165,2184,0
HEAT,127,51,169,2808,0
HEAT,126,52,176,2184,0
HEAT,126,52,181,2184,0
HEAT,127,51,187,2184,0
HEAT,127,51,193,2808,0
HEAT,126,51,200,2808,0
HEAT,127,51,207,2184,0
HEAT,126,51,214,2184,0
HEAT,126,52,222,2184,0
HEAT,126,52,230,2808,0
HEAT,127,51,239,2184,0
HEAT,126,52,247,2184,0
HEAT,127,51,255,2184,0
HEAT,127,51,264,2184,0
HEAT,126,51,271,2808,0
HEAT,127,52,280,2184,0
HEAT,127,51,289,2184,0
HEAT,127,51,298,2184,0
HEAT,127,51,307,2184,0
HEAT,126,51,315,2808,0
HEAT,126,51,323,2184,0
HEAT,127,51,333,2184,0
HEAT,127,51,341,2184,0
HEAT,126,51,350,2184,0
HEAT,127,52,359,2184,0
HEAT,126,52,367,2808,0
HEAT,126,51,375,2808,0
HEAT,127,51,384,2184,0
HEAT,127,51,394,2184,0
HEAT,127,51,402,2184,0
HEAT,126,52,410,2184,0
HEAT,127,52,419,2184,0
HEAT,126,51,427,2808,0
HEAT,127,50,437,2184,0
HEAT,127,51,445,2184,0
HEAT,127,51,454,2184,0
HEAT,127,51,462,2184,0
HEAT,127,51,470,2184,0
HEAT,127,51,479,2184,0
HEAT,127,52,488,2808,0
HEAT,127,51,496,2184,0
HEAT,127,51,504,2184,0
HEAT,127,51,512,2184,0
HEAT,127,51,521,2184,0
HEAT,127,51,528,2184,0
HEAT,127,51,536,2184,0
HEAT,127,52,545,2184,0
HEAT,127,51,552,2808,0
HEAT,127,50,561,2184,0
HEAT,126,51,569,2808,0
HEAT,126,51,576,2808,0
HEAT,126,51,584,2808,0
HEAT,127,52,592,2184,0
HEAT,126,52,599,2184,0
HEAT,127,51,606,2184,0
HEAT,128,51,613,2184,0
HEAT,127,50,621,2184,0
HEAT,127,51,628,2184,0
HEAT,127,51,635,2184,0
HEAT,127,51,642,2808,0
HEAT,127,52,649,2184,0
HEAT,128,52,656,2808,0
HEAT,128,51,663,2808,0
HEAT,126,51,669,2184,0
HEAT,127,52,676,2184,0
HEAT,127,51,682,2184,0
HEAT,128,51,689,2184,0
HEAT,128,52,695,2184,0
HEAT,127,51,702,2184,0
HEAT,128,51,707,2808,0
HEAT,128,52,714,2808,0
HEAT,128,52,719,2184,0
HEAT,127,51,726,2184,0
HEAT,128,52,732,2184,0
HEAT,128,51,738,2184,0
HEAT,127,52,743,2184,0
HEAT,127,51,749,2184,0
HEAT,127,51,754,2808,0
START,128,47,761,2808,0
START,128,52,765,6552,0
START,127,47,772,9048,0
START,126,51,777,9984,0
START,128,50,782,11856,0
START,127,52,790,12792,0
START,127,51,800,14352,0
START,126,53,812,15600,0
START,128,50,826,15912,0
START,128,52,841,16536,0
START,128,48,860,17784,0
START,128,51,878,20904,0
START,127,51,897,22152,0
START,128,53,918,23088,0
START,128,52,941,23712,0
START,127,51,965,24648,0
START,127,51,990,25584,0
START,128,51,1016,26832,0
START,128,51,1042,27768,0
START,128,51,1069,28704,0
START,128,51,1096,27456,0
START,128,51,1121,24648,0
START,128,51,1142,22776,0
START,128,51,1157,20280,0
START,128,50,1169,19032,0
START,128,51,1178,17472,0
START,128,50,1182,15912,0
START,127,50,1185,14352,0
START,127,50,1185,13416,0
START,127,51,1185,12480,0
START,128,50,1182,11856,0
START,127,50,1179,11232,0
START,129,50,1173,10608,0
START,128,50,1169,9360,0
START,129,50,1163,8736,0
START,129,51,1155,8112,0
START,128,50,1148,8424,0
START,128,51,1141,7488,0
START,129,50,1133,7176,0
START,128,51,1126,6552,0
START,128,51,1118,5928,0
START,128,51,1111,5304,0
START,128,51,1103,5304,0
START,127,51,1096,4680,0
START,129,51,1089,4056,0
START,129,51,1081,4680,0
START,128,51,1075,4056,0
COOL,128,51,1069,29328,0
COOL,128,51,1064,3432,0
COOL,129,51,1059,2808,0
COOL,129,51,1053,2184,0
COOL,128,51,1049,2184,0
COOL,129,51,1043,1560,0
COOL,129,51,1040,1560,0
COOL,128,51,1034,1560,0
COOL,129,51,1029,1560,0
COOL,129,50,1024,936,0
COOL,128,50,1019,1560,0
COOL,129,50,1015,312,0
COOL,129,50,1010,936,0
COOL,128,50,1005,312,0
COOL,129,51,1001,312,0
COOL,129,51,997,312,0
COOL,129,51,992,312,0
COOL,129,50,989,312,0
COOL,129,51,984,312,0
COOL,130,51,980,312,0
COOL,129,50,975,0,0
COOL,130,51,971,312,0
COOL,129,50,967,0,0
COOL,129,51,963,0,0
COOL,128,51,959,0,0
COOL,130,51,956,0,0
COOL,129,51,952,0,0
COOL,130,51,949,0,0
COOL,129,51,945,0,0
COOL,129,51,941,0,0
COOL,129,51,937,0,0
COOL,129,50,933,0,0
COOL,129,51,930,0,0
COOL,130,51,926,0,0
