state, ot, op, egt, rpm, thr
PASS,122,50,266,0,0
,,,,,
HEAT,122,50,266,0,0
HEAT,123,50,266,0,0
HEAT,123,50,266,0,0
HEAT,123,50,265,0,0
HEAT,122,50,265,0,0
HEAT,122,50,266,0,0
HEAT,123,51,266,0,0
HEAT,123,50,266,1560,0
HEAT,122,50,266,2184,0
HEAT,123,51,265,2184,0
HEAT,123,50,266,2184,0
HEAT,123,50,266,2184,0
HEAT,123,51,266,2184,0
HEAT,123,51,266,2184,0
HEAT,122,50,266,2808,0
HEAT,123,50,265,2808,0
HEAT,122,51,266,2184,0
HEAT,122,50,265,2184,0
HEAT,122,51,264,2184,0
HEAT,122,50,265,2184,0
HEAT,122,51,264,2808,0
HEAT,122,51,265,2184,0
HEAT,122,51,266,2808,0
HEAT,122,50,266,2184,0
HEAT,122,50,268,2184,0
HEAT,123,51,270,2184,0
HEAT,122,50,271,2808,0
HEAT,122,50,274,2184,0
HEAT,123,51,276,2808,0
HEAT,122,50,280,2184,0
HEAT,122,51,283,2184,0
HEAT,122,50,286,2184,0
HEAT,122,51,291,2808,0
HEAT,122,51,295,2184,0
HEAT,123,51,299,2808,0
HEAT,122,50,303,2184,0
HEAT,122,51,308,2808,0
HEAT,122,50,313,2184,0
HEAT,122,51,317,2808,0
HEAT,122,50,322,2184,0
HEAT,122,51,326,2808,0
HEAT,121,50,331,2808,0
HEAT,122,51,336,2184,0
HEAT,122,50,341,2184,0
HEAT,122,50,346,2808,0
HEAT,122,50,351,2808,0
HEAT,122,50,356,2184,0
HEAT,122,51,361,2808,0
HEAT,122,50,366,2184,0
HEAT,122,51,369,2808,0
HEAT,122,50,375,2184,0
HEAT,122,51,381,2808,0
HEAT,122,51,385,2184,0
HEAT,122,50,390,2808,0
HEAT,122,50,395,2808,0
HEAT,123,50,400,2808,0
HEAT,122,51,405,2184,0
HEAT,122,50,408,2808,0
HEAT,122,51,414,2184,0
HEAT,122,51,419,2184,0
HEAT,122,50,424,2808,0
HEAT,122,51,428,2808,0
HEAT,122,51,433,2184,0
HEAT,122,50,437,2184,0
HEAT,122,51,443,2808,0
HEAT,122,50,447,2184,0
HEAT,122,51,451,2808,0
HEAT,121,51,456,2184,0
HEAT,122,51,460,2808,0
HEAT,122,51,464,2808,0
HEAT,122,51,468,2184,0
HEAT,122,50,474,2184,0
HEAT,123,50,478,2808,0
HEAT,122,51,482,2184,0
HEAT,122,51,486,2184,0
HEAT,122,51,491,2808,0
HEAT,122,50,495,2808,0
HEAT,122,51,499,2808,0
HEAT,122,50,503,2184,0
HEAT,122,51,507,2808,0
HEAT,121,51,511,2808,0
HEAT,122,50,514,2808,0
HEAT,122,51,519,2184,0
HEAT,122,50,523,2808,0
HEAT,122,50,527,2808,0
HEAT,122,51,531,2808,0
HEAT,122,50,535,2808,0
HEAT,122,51,540,2808,0
HEAT,122,50,544,2808,0
HEAT,122,51,549,2808,0
HEAT,122,50,553,2808,0
HEAT,122,51,558,2184,0
HEAT,122,51,563,2808,0
HEAT,123,50,567,2808,0
HEAT,121,50,572,2808,0
HEAT,122,51,576,2808,0
HEAT,122,51,581,2808,0
HEAT,122,51,587,2184,0
HEAT,122,51,591,2808,0
HEAT,122,50,597,2808,0
HEAT,122,51,601,2808,0
HEAT,122,51,606,2808,0
HEAT,121,51,611,2808,0
HEAT,122,51,615,2808,0
HEAT,122,51,620,2808,0
HEAT,122,50,625,2808,0
HEAT,122,51,629,2808,0
HEAT,122,51,634,2808,0
HEAT,122,51,639,2808,0
HEAT,122,50,643,2808,0
HEAT,122,51,648,2808,0
HEAT,122,51,652,2808,0
HEAT,122,51,656,2808,0
HEAT,122,51,660,2808,0
HEAT,122,50,665,2808,0
HEAT,122,51,668,2808,0
HEAT,122,50,672,2184,0
HEAT,122,51,676,2808,0
HEAT,122,51,680,2808,0
HEAT,122,51,684,2808,0
HEAT,122,51,689,2808,0
HEAT,122,51,692,2808,0
HEAT,123,51,696,2808,0
HEAT,122,50,700,2184,0
HEAT,123,51,703,2184,0
HEAT,122,50,707,2808,0
HEAT,123,51,711,2808,0
HEAT,122,51,714,2808,0
HEAT,122,51,718,2808,0
HEAT,123,51,721,2184,0
HEAT,123,51,725,2184,0
HEAT,122,51,728,2184,0
HEAT,123,51,731,2808,0
HEAT,123,51,734,2808,0
HEAT,123,51,737,2808,0
HEAT,122,50,740,2184,0
HEAT,123,50,744,2184,0
HEAT,123,51,747,2184,0
HEAT,123,51,750,2184,0
HEAT,124,51,752,2808,0
START,123,47,755,3432,0
START,122,46,759,7176,0
START,122,46,761,8736,0
START,123,49,764,10608,0
START,123,54,765,12480,0
START,123,50,769,13728,0
START,123,50,772,14976,0
START,123,53,778,15600,0
START,123,51,786,16536,0
START,123,50,796,17160,0
START,122,51,808,18408,0
START,123,51,822,20904,0
START,122,49,838,23088,0
START,123,50,855,24960,0
START,123,50,878,26832,0
START,123,50,901,28704,0
RUN,123,50,928,45240,0
RUN,123,50,958,34008,0
RUN,124,50,988,37128,0
RUN,124,50,1018,39000,0
RUN,123,49,1046,40248,0
RUN,123,49,1072,41184,0
RUN,123,49,1092,41496,0
RUN,123,49,1108,42120,0
RUN,124,49,1119,42120,0
RUN,123,48,1128,42432,0
RUN,123,48,1132,42744,0
RUN,124,48,1134,42744,0
RUN,124,48,1133,42432,0
RUN,123,48,1130,42432,0
RUN,124,48,1125,42744,0
RUN,124,48,1118,42744,0
RUN,124,48,1111,42432,0
RUN,123,49,1103,42120,0
RUN,124,49,1094,41496,0
RUN,124,49,1084,42432,0
RUN,124,48,1073,42744,0
RUN,124,48,1063,42432,0
RUN,124,49,1054,41808,0
RUN,123,48,1043,41808,0
RUN,124,48,1032,41808,0
RUN,123,48,1022,42120,0
RUN,124,48,1012,41808,0
RUN,124,48,1001,41808,0
RUN,124,48,992,40872,0
RUN,124,48,982,41808,0
RUN,124,48,973,42120,0
RUN,124,48,963,41808,0
RUN,124,48,956,41184,0
RUN,124,48,947,41184,0
RUN,124,48,939,41184,0
RUN,124,48,930,41808,0
RUN,124,48,923,41184,0
RUN,124,48,916,40248,0
RUN,124,48,909,40248,0
RUN,125,48,902,40560,0
RUN,124,48,896,41184,0
RUN,125,48,889,41184,0
RUN,124,48,883,39936,0
RUN,125,48,877,39936,0
RUN,124,48,872,40560,0
RUN,124,48,866,40560,0
RUN,124,48,861,39936,0
RUN,124,47,856,39000,0
RUN,124,48,851,39000,0
RUN,125,48,847,39000,0
RUN,125,48,842,39000,0
RUN,125,49,838,39000,0
RUN,125,49,834,38376,0
RUN,125,49,829,39000,0
RUN,125,48,827,39000,0
RUN,125,48,823,39312,0
RUN,125,49,820,39000,0
RUN,125,48,817,38376,0
RUN,125,48,815,38376,0
RUN,125,48,813,37128,0
RUN,125,48,810,38376,0
RUN,126,48,809,37128,0
RUN,125,48,806,37752,0
RUN,126,48,805,37752,0
RUN,126,47,803,38064,0
RUN,125,48,802,38064,0
RUN,126,48,801,37440,0
RUN,126,49,800,37752,0
RUN,126,49,799,37128,0
RUN,126,49,798,37440,0
RUN,126,49,797,36816,0
RUN,126,48,794,36816,0
RUN,127,49,794,36504,0
RUN,127,48,792,36504,0
