state, ot, op, egt, rpm, thr
PASS,127,53,144,0,0
,,,,,
HEAT,128,51,144,0,0
HEAT,127,51,144,0,0
HEAT,128,51,144,0,0
HEAT,127,52,143,0,0
HEAT,127,51,144,0,0
HEAT,127,51,143,0,0
HEAT,127,51,143,0,0
HEAT,127,51,143,0,0
HEAT,127,51,144,0,0
HEAT,128,52,142,0,0
HEAT,127,52,143,312,0
HEAT,127,51,144,1560,0
HEAT,127,51,143,2184,0
HEAT,127,52,143,2808,0
HEAT,127,52,144,2808,0
HEAT,127,51,144,2184,0
HEAT,127,52,143,2184,0
HEAT,128,51,144,2808,0
HEAT,127,52,143,2808,0
HEAT,127,51,143,2184,0
HEAT,127,51,143,2184,0
HEAT,127,52,143,2184,0
HEAT,127,52,144,2808,0
HEAT,127,51,146,2184,0
HEAT,127,52,147,2808,0
HEAT,127,52,149,2808,0
HEAT,127,52,152,2184,0
HEAT,127,52,156,2808,0
HEAT,128,52,159,2184,0
HEAT,127,52,164,2184,0
HEAT,126,51,168,2808,0
HEAT,127,52,173,2184,0
HEAT,128,52,179,2184,0
HEAT,126,52,185,2808,0
HEAT,127,52,190,2184,0
HEAT,127,51,197,2808,0
HEAT,127,51,202,2184,0
HEAT,127,51,210,2808,0
HEAT,127,52,216,2184,0
HEAT,126,52,225,2808,0
HEAT,126,52,231,2808,0
HEAT,127,52,239,2184,0
HEAT,127,51,246,2808,0
HEAT,127,51,254,2184,0
HEAT,126,52,262,2808,0
HEAT,127,51,270,2808,0
HEAT,127,51,277,2184,0
HEAT,127,52,285,2184,0
HEAT,127,51,293,2808,0
HEAT,127,52,301,2184,0
HEAT,127,51,310,2184,0
HEAT,128,52,317,2808,0
HEAT,127,52,324,2808,0
HEAT,126,52,333,2184,0
HEAT,127,51,341,2808,0
HEAT,127,52,348,2808,0
HEAT,127,52,356,2184,0
HEAT,127,52,364,2184,0
HEAT,127,52,372,2184,0
HEAT,127,52,379,2808,0
HEAT,127,51,387,2184,0
HEAT,128,51,393,2184,0
HEAT,127,52,402,2808,0
HEAT,127,51,409,2808,0
HEAT,127,51,416,2808,0
HEAT,128,51,423,2184,0
HEAT,127,52,431,2808,0
HEAT,127,52,437,2808,0
HEAT,127,52,446,2808,0
HEAT,127,52,453,2184,0
HEAT,127,51,459,2184,0
HEAT,127,52,467,2184,0
HEAT,127,52,474,2808,0
HEAT,127,51,479,2808,0
HEAT,128,51,488,2808,0
HEAT,127,52,494,2184,0
HEAT,128,52,500,2184,0
HEAT,127,52,508,2808,0
HEAT,128,52,514,2808,0
HEAT,127,52,520,2184,0
HEAT,127,52,527,2184,0
HEAT,127,51,533,2184,0
HEAT,127,52,539,2808,0
HEAT,127,52,546,2808,0
HEAT,127,52,553,2808,0
HEAT,128,52,558,2184,0
HEAT,126,52,563,2184,0
HEAT,128,51,571,2184,0
HEAT,128,52,576,2184,0
HEAT,127,52,582,2808,0
HEAT,128,52,587,2808,0
HEAT,128,51,594,2808,0
HEAT,128,52,599,2184,0
HEAT,127,52,605,2184,0
HEAT,128,52,610,2184,0
