state, ot, op, egt, rpm, thr
PASS,108,52,232,0,0
,,,,,
HEAT,108,52,232,0,0
HEAT,107,52,232,0,0
HEAT,107,52,232,0,0
HEAT,107,52,233,0,0
HEAT,108,52,231,0,0
HEAT,108,52,232,0,0
HEAT,108,49,232,0,0
HEAT,108,45,232,312,0
HEAT,108,49,232,936,0
HEAT,108,49,231,936,0
HEAT,108,49,231,936,0
HEAT,108,49,231,936,0
HEAT,108,49,232,936,0
HEAT,107,49,230,936,0
HEAT,108,49,231,936,0
HEAT,108,50,231,312,0
HEAT,108,49,230,936,0
HEAT,108,50,231,936,0
HEAT,108,49,230,936,0
HEAT,108,49,230,936,0
HEAT,108,50,230,936,0
HEAT,108,49,230,936,0
HEAT,108,49,231,936,0
HEAT,108,49,229,936,0
HEAT,106,49,230,936,0
HEAT,107,49,230,936,0
HEAT,108,50,230,936,0
HEAT,108,49,229,936,0
HEAT,107,49,229,312,0
HEAT,108,50,230,936,0
HEAT,108,49,229,936,0
HEAT,108,50,230,936,0
HEAT,108,49,231,936,0
HEAT,108,49,231,936,0
HEAT,108,50,233,936,0
HEAT,108,49,234,936,0
HEAT,107,49,235,936,0
HEAT,108,50,238,936,0
HEAT,108,49,239,312,0
HEAT,107,50,242,936,0
HEAT,108,49,245,936,0
HEAT,108,49,246,936,0
HEAT,108,49,249,936,0
HEAT,108,49,252,936,0
HEAT,108,50,255,936,0
HEAT,108,49,259,936,0
HEAT,108,49,262,936,0
HEAT,107,49,265,936,0
HEAT,108,49,267,936,0
HEAT,107,50,271,936,0
HEAT,107,50,275,936,0
HEAT,108,49,279,936,0
HEAT,108,49,282,936,0
HEAT,108,49,285,936,0
HEAT,108,50,289,936,0
HEAT,108,49,293,936,0
HEAT,107,49,297,936,0
HEAT,107,50,299,936,0
HEAT,108,49,304,936,0
HEAT,108,49,307,936,0
HEAT,108,49,311,936,0
HEAT,106,49,315,936,0
HEAT,108,49,319,936,0
HEAT,108,49,323,936,0
HEAT,108,50,327,936,0
HEAT,108,50,330,936,0
HEAT,108,49,334,936,0
HEAT,108,49,338,936,0
HEAT,108,49,342,936,0
HEAT,107,49,346,936,0
HEAT,108,49,350,936,0
HEAT,107,49,356,936,0
HEAT,107,49,359,936,0
HEAT,108,49,363,936,0
HEAT,107,49,367,936,0
HEAT,107,49,372,936,0
HEAT,108,49,376,936,0
HEAT,108,49,380,936,0
HEAT,107,50,385,936,0
HEAT,108,49,389,936,0
